ID,Language_ID,Parameter_ID,Form,Segments,Comment,Source,Cognacy,Loan
1003-28_tobreathe-1,1003,28_tobreathe,-seh,+ s e h,,Greenhilletal2008,35,False
1003-29_tosniffsmell-1,1003,29_tosniffsmell,-musi,+ m u s i,,Greenhilletal2008,65,False
1003-2_left-1,1003,2_left,moil,m o i l,,Greenhilletal2008,"1,59",False
1003-30_mouth-1,1003,30_mouth,oŋo-k,o ŋ o + k,,Greenhilletal2008,80,False
1003-31_tooth-1,1003,31_tooth,loho-k,l o h o + k,,Greenhilletal2008,"1,35",False
1003-32_tongue-1,1003,32_tongue,mi-k,m i + k,,Greenhilletal2008,7,False
1003-33_tolaugh-1,1003,33_tolaugh,-βiteai,+ β i t e a i,,Greenhilletal2008,84,False
1003-34_tocry-1,1003,34_tocry,-amis,+ a m i s,,Greenhilletal2008,67,False
1003-35_tovomit-1,1003,35_tovomit,-lu,+ l u,,Greenhilletal2008,8,False
1003-36_tospit-1,1003,36_tospit,-tiβ,+ t i β,,Greenhilletal2008,15,False
1003-37_toeat-1,1003,37_toeat,-ani,+ a n i,,Greenhilletal2008,1,False
1003-39_tocook-1,1003,39_tocook,mas,m a s,,Greenhilletal2008,19,False
1003-3_right-1,1003,3_right,matu,m a t u,,Greenhilletal2008,"5, 37",False
1003-40_todrink-1,1003,40_todrink,-muni,+ m u n i,,Greenhilletal2008,"1,73",False
1003-41_tobite-1,1003,41_tobite,-ati,+ a t i,,Greenhilletal2008,"1, 55",False
1003-42_tosuck-1,1003,42_tosuck,-simi,+ s i m i,,Greenhilletal2008,51,False
1003-43_ear-1,1003,43_ear,raliŋo-ku,r a l i ŋ o + k u,,Greenhilletal2008,"1, 40",False
1003-44_tohear-1,1003,44_tohear,-loŋi,+ l o ŋ i,,Greenhilletal2008,1,False
1003-45_eye-1,1003,45_eye,meta-k,m e t a + k,,Greenhilletal2008,1,False
1003-46_tosee-1,1003,46_tosee,-lesi,+ l e s i,,Greenhilletal2008,"14, 94",False
1003-48_tosleep-1,1003,48_tosleep,-matil,+ m a t i l,,Greenhilletal2008,1,False
1003-49_toliedown-1,1003,49_toliedown,-koluβos,+ k o l u β o s,,Greenhilletal2008,,False
1003-4_legfoot-1,1003,4_legfoot,hi-k tanetan,h i + k # t a n e t a n,,Greenhilletal2008,52,False
1003-51_tosit-1,1003,51_tosit,-tuntan,+ t u n t a n,,Greenhilletal2008,1,False
1003-52_tostand-1,1003,52_tostand,-mea,+ m e a,,Greenhilletal2008,58,False
1003-53_personhumanbeing-1,1003,53_personhumanbeing,mʷeatin,mʷ e a t i n,,Greenhilletal2008,"7, 8",False
1003-54_manmale-1,1003,54_manmale,meahos,m e a h o s,,Greenhilletal2008,96,False
1003-54_manmale-2,1003,54_manmale,ami,a m i,,Greenhilletal2008,91,False
1003-55_womanfemale-1,1003,55_womanfemale,ahin,a h i n,,Greenhilletal2008,"1,106",False
1003-56_child-1,1003,56_child,natu-k,n a t u + k,,Greenhilletal2008,5,False
1003-57_husband-1,1003,57_husband,asu-k,a s u + k,,Greenhilletal2008,2,False
1003-58_wife-1,1003,58_wife,asu-k,a s u + k,,Greenhilletal2008,1,False
1003-59_mother-1,1003,59_mother,nana,n a n a,,Greenhilletal2008,"1,83",False
1003-5_towalk-1,1003,5_towalk,-kaka,+ k a k a,,Greenhilletal2008,62,False
1003-60_father-1,1003,60_father,tata,t a t a,,Greenhilletal2008,19,False
1003-61_house-1,1003,61_house,eim,e i m,,Greenhilletal2008,1,False
1003-63_name-1,1003,63_name,iso-ku,i s o + k u,,Greenhilletal2008,"1,18",False
1003-64_tosay-1,1003,64_tosay,-hiteni,+ h i t e n i,,Greenhilletal2008,16,False
1003-65_rope-1,1003,65_rope,βiao,β i a o,,Greenhilletal2008,69,False
1003-66_totieupfasten-1,1003,66_totieupfasten,-parkati,+ p a r k a t i,,Greenhilletal2008,94,False
1003-67_tosew-1,1003,67_tosew,-titil,+ t i t i l,,Greenhilletal2008,13,False
1003-69_tohunt-1,1003,69_tohunt,-halau,+ h a l a u,,Greenhilletal2008,74,False
1003-6_roadpath-1,1003,6_roadpath,sise,s i s e,,Greenhilletal2008,50,False
1003-71_tostabpierce-1,1003,71_tostabpierce,-musaβoe,+ m u s a β o e,,Greenhilletal2008,,False
1003-72_tohit-1,1003,72_tohit,-wasi,+ w a s i,,Greenhilletal2008,86,False
1003-74_tokill-1,1003,74_tokill,-wasi βomat,+ w a s i # β o m a t,,Greenhilletal2008,"12, 2",False
1003-75_todiebedead-1,1003,75_todiebedead,-mat,+ m a t,,Greenhilletal2008,1,False
1003-76_tolivebealive-1,1003,76_tolivebealive,-moul,+ m o u l,,Greenhilletal2008,"1, 76",False
1003-77_toscratch-1,1003,77_toscratch,-kali,+ k a l i,,Greenhilletal2008,12,False
1003-78_tocuthack-1,1003,78_tocuthack,-tei,+ t e i,,Greenhilletal2008,1,False
1003-79_stickwood-1,1003,79_stickwood,maβuliai,m a β u l i a i,,Greenhilletal2008,28,False
1003-7_tocome-1,1003,7_tocome,-amai,+ a m a i,,Greenhilletal2008,1,False
1003-80_tosplit-1,1003,80_tosplit,-bas,+ b a s,,Greenhilletal2008,,False
1003-81_sharp-1,1003,81_sharp,kan,k a n,,Greenhilletal2008,14,False
1003-83_towork-1,1003,83_towork,umin,u m i n,,Greenhilletal2008,1,False
1003-88_tosqueeze-1,1003,88_tosqueeze,-huhus,+ h u h u s,,Greenhilletal2008,,False
1003-89_tohold-1,1003,89_tohold,-βoneite,+ β o n e i t e,,Greenhilletal2008,,False
1003-8_toturn-1,1003,8_toturn,-hiles,+ h i l e s,,Greenhilletal2008,24,False
1003-90_todig-1,1003,90_todig,-ili,+ i l i,,Greenhilletal2008,1,False
1003-94_tothrow-1,1003,94_tothrow,-soni,+ s o n i,,Greenhilletal2008,87?,False
1003-95_tofall-1,1003,95_tofall,-mot,+ m o t,,Greenhilletal2008,57,False
1003-96_dog-1,1003,96_dog,huli,h u l i,,Greenhilletal2008,7,True
1003-97_bird-1,1003,97_bird,aman,a m a n,,Greenhilletal2008,1,False
1003-98_egg-1,1003,98_egg,oroliatu,o r o l i a t u,,Greenhilletal2008,"1, 66",False
1003-99_feather-1,1003,99_feather,hili-n,h i l i + n,,Greenhilletal2008,1,False
1003-9_toswim-1,1003,9_toswim,-uwi,+ u w i,,Greenhilletal2008,73,False
1007-100_wing-1,1007,100_wing,kuβena,k u β e n a,,Greenhilletal2008,"2, 62",False
1007-101_tofly-1,1007,101_tofly,-kaka,+ k a k a,,Greenhilletal2008,14,False
1007-102_rat-1,1007,102_rat,kawe,k a w e,,Greenhilletal2008,3,False
1007-103_meatflesh-1,1007,103_meatflesh,kunu-ᵐbu,k u n u + ⁿb u,,Greenhilletal2008,"15, 81, 82",False
1007-104_fatgrease-1,1007,104_fatgrease,nčœpa,n tʃ œ p a,,Greenhilletal2008,15,False
1007-105_tail-1,1007,105_tail,siᵑgiena-kuli,s i ⁿg i e n a + k u l i,,Greenhilletal2008,61,False
1007-106_snake-1,1007,106_snake,mʷara,mʷ a r a,,Greenhilletal2008,12,False
1007-108_louse-1,1007,108_louse,koru,k o r u,,Greenhilletal2008,1,False
1007-109_mosquito-1,1007,109_mosquito,namu,n a m u,,Greenhilletal2008,1,False
1007-10_dirty-1,1007,10_dirty,mi-ñemñeme,m i + ɲ e m ɲ e m e,,Greenhilletal2008,65,False
1007-111_fish-1,1007,111_fish,ika,i k a,,Greenhilletal2008,1,False
1007-112_rotten-1,1007,112_rotten,menunu,m e n u n u,,Greenhilletal2008,51,False
1007-114_leaf-1,1007,114_leaf,čumoki,tʃ u m o k i,,Greenhilletal2008,46,False
1007-114_leaf-2,1007,114_leaf,čumasi,tʃ u m a s i,,Greenhilletal2008,46,False
1007-115_root-1,1007,115_root,pias,p i a s,,Greenhilletal2008,"45, 46",True
1007-116_flower-1,1007,116_flower,βinasi,β i n a s i,,Greenhilletal2008,56,False
1007-117_fruit-1,1007,117_fruit,marasi,m a r a s i,,Greenhilletal2008,36,False
1007-118_grass-1,1007,118_grass,čumʷene,tʃ u mʷ e n e,,Greenhilletal2008,31,False
1007-119_earthsoil-1,1007,119_earthsoil,koⁿdo-tono,k o ⁿd o + t o n o,,Greenhilletal2008,"1, 69",False
1007-11_dust-1,1007,11_dust,pulu-yeβi,p u l u + j e β i,,Greenhilletal2008,25,False
1007-120_stone-1,1007,120_stone,kəla-βeru,k ə l a + β e r u,,Greenhilletal2008,"1, 40",False
1007-121_sand-1,1007,121_sand,ñ-one,ɲ + o n e,,Greenhilletal2008,1,False
1007-122_water-1,1007,122_water,wi,w i,,Greenhilletal2008,2,False
1007-123_toflow-1,1007,123_toflow,-mio,+ m i o,,Greenhilletal2008,59,False
1007-124_sea-1,1007,124_sea,si,s i,,Greenhilletal2008,1,False
1007-127_woodsforest-1,1007,127_woodsforest,yomʷarowa,j o mʷ a r o w a,,Greenhilletal2008,79,False
1007-129_moon-1,1007,129_moon,kuβario,k u β a r i o,,Greenhilletal2008,"6, 29",False
1007-12_skin-1,1007,12_skin,kuluyeβe-ᵑgu,k u l u j e β e + ⁿg u,,Greenhilletal2008,"1, 71",False
1007-130_star-1,1007,130_star,βerue,β e r u e,,Greenhilletal2008,70,False
1007-131_cloud-1,1007,131_cloud,mæliᵑgo,m æ l i ⁿg o,,Greenhilletal2008,34,False
1007-132_fog-1,1007,132_fog,mʷau,mʷ a u,,Greenhilletal2008,"3, 32",False
1007-133_rain-1,1007,133_rain,yuwa,j u w a,,Greenhilletal2008,1,False
1007-134_thunder-1,1007,134_thunder,ᵐbolulu,ⁿb o l u l u,,Greenhilletal2008,83,False
1007-135_lightning-1,1007,135_lightning,ye-ᵐbiče,j e + ⁿb i tʃ e,,Greenhilletal2008,"26, 70, 72",False
1007-136_wind-1,1007,136_wind,čaŋi,tʃ a ŋ i,,Greenhilletal2008,"1, 77",False
1007-137_toblow-1,1007,137_toblow,-yuia,+ j u i a,,Greenhilletal2008,62,False
1007-139_cold-1,1007,139_cold,manini,m a n i n i,,Greenhilletal2008,"1, 99",False
1007-13_back-1,1007,13_back,mʷaⁿdu-ᵑgu,mʷ a ⁿd u + ⁿg u,,Greenhilletal2008,35,False
1007-140_dry-1,1007,140_dry,sua,s u a,,Greenhilletal2008,,False
1007-141_wet-1,1007,141_wet,meⁿdu,m e ⁿd u,,Greenhilletal2008,"35, 89",False
1007-142_heavy-1,1007,142_heavy,wurumiu,w u r u m i u,,Greenhilletal2008,78,False
1007-143_fire-1,1007,143_fire,kapi,k a p i,,Greenhilletal2008,19,False
1007-144_toburn-1,1007,144_toburn,-sikapia,+ s i k a p i a,,Greenhilletal2008,84,False
1007-145_smoke-1,1007,145_smoke,kapi miu,k a p i # m i u,,Greenhilletal2008,"2, 76",False
1007-146_ashes-1,1007,146_ashes,pulu-yeβi,p u l u + j e β i,,Greenhilletal2008,78,False
1007-147_black-1,1007,147_black,ᵐboᵐbokiña,ⁿb o ⁿb o k i ɲ a,,Greenhilletal2008,79,False
1007-148_white-1,1007,148_white,miyuwe,m i j u w e,,Greenhilletal2008,98,False
1007-149_red-1,1007,149_red,piliβili,p i l i β i l i,,Greenhilletal2008,18,False
1007-14_belly-1,1007,14_belly,ᵐboᵐbʷa-ᵑgu,ⁿb o ⁿbʷ a + ⁿg u,,Greenhilletal2008,100,False
1007-150_yellow-1,1007,150_yellow,nǰeleru,nʲ e l e r u,,Greenhilletal2008,76,False
1007-151_green-1,1007,151_green,memeña,m e m e ɲ a,,Greenhilletal2008,"8, 71",False
1007-152_small-1,1007,152_small,tekaki,t e k a k i,,Greenhilletal2008,104?,False
1007-153_big-1,1007,153_big,keβiu,k e β i u,,Greenhilletal2008,106,False
1007-155_long-1,1007,155_long,wuru-pieβi,w u r u + p i e β i,,Greenhilletal2008,16,False
1007-156_thin-1,1007,156_thin,meniniβi,m e n i n i β i,,Greenhilletal2008,1,False
1007-157_thick-1,1007,157_thick,merorolu,m e r o r o l u,,Greenhilletal2008,3,False
1007-15_bone-1,1007,15_bone,puru-yu,p u r u + j u,,Greenhilletal2008,71,False
1007-160_painfulsick-1,1007,160_painfulsick,meña,m e ɲ a,,Greenhilletal2008,103,False
1007-162_old-1,1007,162_old,wuru-mæruwa,w u r u + m æ r u w a,,Greenhilletal2008,1,False
1007-163_new-1,1007,163_new,wuru-βiu,w u r u + β i u,,Greenhilletal2008,"10, 59",False
1007-164_good-1,1007,164_good,ᵐbo,ⁿb o,,Greenhilletal2008,108,False
1007-165_badevil-1,1007,165_badevil,pua,p u a,,Greenhilletal2008,,False
1007-167_night-1,1007,167_night,poŋiena,p o ŋ i e n a,,Greenhilletal2008,1,False
1007-168_day-1,1007,168_day,čeŋiena,tʃ e ŋ i e n a,,Greenhilletal2008,,False
1007-169_year-1,1007,169_year,yuwi,j u w i,,Greenhilletal2008,"29, 65",False
1007-16_intestines-1,1007,16_intestines,sine-ᵑgu,s i n e + ⁿg u,,Greenhilletal2008,1,False
1007-170_when-1,1007,170_when,liŋe,l i ŋ e,,Greenhilletal2008,"1,24",False
1007-174_ininside-1,1007,174_ininside,čuma,tʃ u m a,,Greenhilletal2008,18,False
1007-177_this-1,1007,177_this,nani,n a n i,,Greenhilletal2008,1,False
1007-178_that-1,1007,178_that,naŋaru,n a ŋ a r u,,Greenhilletal2008,,False
1007-179_near-1,1007,179_near,kileβis,k i l e β i s,,Greenhilletal2008,,False
1007-17_liver-1,1007,17_liver,puri-ara,p u r i + a r a,,Greenhilletal2008,34,False
1007-180_far-1,1007,180_far,ᵐberina,ⁿb e r i n a,,Greenhilletal2008,88,False
1007-181_where-1,1007,181_where,ᵐbe,ⁿb e,,Greenhilletal2008,"3, 59",False
1007-182_i-1,1007,182_i,kinu,k i n u,,Greenhilletal2008,"1,21,22",False
1007-183_thou-1,1007,183_thou,niᵑga,n i ⁿg a,,Greenhilletal2008,"1, 17",False
1007-184_heshe-1,1007,184_heshe,naŋa,n a ŋ a,,Greenhilletal2008,"1,6",False
1007-185_we-1,1007,185_we,ᵑgita,ⁿg i t a,,Greenhilletal2008,I,False
1007-185_we-2,1007,185_we,kumemi,k u m e m i,,Greenhilletal2008,E42,False
1007-185_we-3,1007,185_we,kita čua,k i t a # tʃ u a,,Greenhilletal2008,,False
1007-185_we-4,1007,185_we,kumemi čua,k u m e m i # tʃ u a,,Greenhilletal2008,,False
1007-186_you-1,1007,186_you,kamiu,k a m i u,,Greenhilletal2008,"1,13",False
1007-187_they-1,1007,187_they,lala,l a l a,,Greenhilletal2008,"1, 48",False
1007-188_what-1,1007,188_what,ia,i a,,Greenhilletal2008,1,False
1007-189_who-1,1007,189_who,ke,k e,,Greenhilletal2008,"1, 43",False
1007-18_breast-1,1007,18_breast,yu-ᵑgu,j u + ⁿg u,,Greenhilletal2008,47,False
1007-190_other-1,1007,190_other,ⁿdolu,ⁿd o l u,,Greenhilletal2008,54,False
1007-191_all-1,1007,191_all,pʷaŋa,pʷ a ŋ a,,Greenhilletal2008,,False
1007-193_if-1,1007,193_if,βere,β e r e,,Greenhilletal2008,17,False
1007-194_how-1,1007,194_how,seβe,s e β e,,Greenhilletal2008,58,False
1007-195_nonot-1,1007,195_nonot,marare,m a r a r e,,Greenhilletal2008,32,False
1007-196_tocount-1,1007,196_tocount,-wuluia,+ w u l u i a,,Greenhilletal2008,81,False
1007-197_one-1,1007,197_one,ta,t a,,Greenhilletal2008,14,False
1007-197_one-2,1007,197_one,takore,t a k o r e,,Greenhilletal2008,"14,77",False
1007-198_two-1,1007,198_two,čua,tʃ u a,,Greenhilletal2008,1,False
1007-199_three-1,1007,199_three,tolu,t o l u,,Greenhilletal2008,1,False
1007-1_hand-1,1007,1_hand,čumo-ᵑgu,tʃ u m o + ⁿg u,,Greenhilletal2008,59,False
1007-200_four-1,1007,200_four,βeri,β e r i,,Greenhilletal2008,"1,65",False
1007-201_five-1,1007,201_five,čima,tʃ i m a,,Greenhilletal2008,1,False
1007-202_six-1,1007,202_six,ora,o r a,,Greenhilletal2008,24,False
1007-203_seven-1,1007,203_seven,o-lua,o + l u a,,Greenhilletal2008,2,False
1007-204_eight-1,1007,204_eight,o-rolu,o + r o l u,,Greenhilletal2008,7,False
1007-205_nine-1,1007,205_nine,o-βeri,o + β e r i,,Greenhilletal2008,20,False
1007-206_ten-1,1007,206_ten,lualima,l u a l i m a,,Greenhilletal2008,4,False
1007-20_toknowbeknowledgeable-1,1007,20_toknowbeknowledgeable,-ᵑgičea,+ ⁿg i tʃ e a,,Greenhilletal2008,110,False
1007-21_tothink-1,1007,21_tothink,-siⁿdomi,+ s i ⁿd o m i,,Greenhilletal2008,"13, 51",False
1007-22_tofear-1,1007,22_tofear,-mira,+ m i r a,,Greenhilletal2008,1,False
1007-23_blood-1,1007,23_blood,sa-ᵑgu,s a + ⁿg u,,Greenhilletal2008,54,False
1007-24_head-1,1007,24_head,paru-ᵑgu,p a r u + ⁿg u,,Greenhilletal2008,9,False
1007-25_neck-1,1007,25_neck,koᵑgie-ᵑgu,k o ⁿg i e + ⁿg u,,Greenhilletal2008,101,False
1007-26_hair-1,1007,26_hair,βiču-ᵑgu,β i tʃ u + ⁿg u,,Greenhilletal2008,63,False
1007-27_nose-1,1007,27_nose,kunu-ᵑgu,k u n u + ⁿg u,,Greenhilletal2008,"1,58",False
1007-28_tobreathe-1,1007,28_tobreathe,-mamaŋa,+ m a m a ŋ a,,Greenhilletal2008,"47, 75",False
1007-29_tosniffsmell-1,1007,29_tosniffsmell,-čoponea,+ tʃ o p o n e a,,Greenhilletal2008,76,False
1007-2_left-1,1007,2_left,mʷeli,mʷ e l i,,Greenhilletal2008,"1,59",False
1007-30_mouth-1,1007,30_mouth,ŋo-ᵑgu,ŋ o + ⁿg u,,Greenhilletal2008,80,False
1007-31_tooth-1,1007,31_tooth,mære-čua-ᵑgu,m æ r e + tʃ u a + ⁿg u,,Greenhilletal2008,"1,35, 43",False
1007-32_tongue-1,1007,32_tongue,pur-mene-ᵑgu,p u r + m e n e + ⁿg u,,Greenhilletal2008,"7, 43",False
1007-33_tolaugh-1,1007,33_tolaugh,-βisale,+ β i s a l e,,Greenhilletal2008,84,False
1007-34_tocry-1,1007,34_tocry,-saŋi,+ s a ŋ i,,Greenhilletal2008,1,False
1007-35_tovomit-1,1007,35_tovomit,-čuluwa,+ tʃ u l u w a,,Greenhilletal2008,8,False
1007-36_tospit-1,1007,36_tospit,-βičasiri,+ β i tʃ a s i r i,,Greenhilletal2008,104,False
1007-37_toeat-1,1007,37_toeat,-kina·na,+ k i n a· n a,,Greenhilletal2008,1,False
1007-39_tocook-1,1007,39_tocook,meno,m e n o,,Greenhilletal2008,21,False
1007-3_right-1,1007,3_right,mərua,m ə r u a,,Greenhilletal2008,"5, 37",False
1007-40_todrink-1,1007,40_todrink,-munia,+ m u n i a,,Greenhilletal2008,"1,73",False
1007-41_tobite-1,1007,41_tobite,-karia,+ k a r i a,,Greenhilletal2008,"1, 55",False
1007-42_tosuck-1,1007,42_tosuck,-čimia,+ tʃ i m i a,,Greenhilletal2008,51,False
1007-43_ear-1,1007,43_ear,kilŋa-ᵑgu,k i l ŋ a + ⁿg u,,Greenhilletal2008,"1, 41",False
1007-44_tohear-1,1007,44_tohear,-čoŋoia,+ tʃ o ŋ o i a,,Greenhilletal2008,1,False
1007-45_eye-1,1007,45_eye,kono-mere-ᵑgu,k o n o + m e r e + ⁿg u,,Greenhilletal2008,1,False
1007-46_tosee-1,1007,46_tosee,-βisuia,+ β i s u i a,,Greenhilletal2008,86,False
1007-48_tosleep-1,1007,48_tosleep,-mʷono,+ mʷ o n o,,Greenhilletal2008,19,False
1007-49_toliedown-1,1007,49_toliedown,-mʷono,+ mʷ o n o,,Greenhilletal2008,15,False
1007-4_legfoot-1,1007,4_legfoot,če-ᵑgu,tʃ e + ⁿg u,,Greenhilletal2008,98,False
1007-51_tosit-1,1007,51_tosit,-totono,+ t o t o n o,,Greenhilletal2008,1,False
1007-52_tostand-1,1007,52_tostand,-səmʷalu,+ s ə mʷ a l u,,Greenhilletal2008,25,False
1007-53_personhumanbeing-1,1007,53_personhumanbeing,yoru,j o r u,,Greenhilletal2008,57,False
1007-54_manmale-1,1007,54_manmale,yœrumʷan,j œ r u mʷ a n,,Greenhilletal2008,"1,14",False
1007-55_womanfemale-1,1007,55_womanfemale,sira,s i r a,,Greenhilletal2008,79,False
1007-56_child-1,1007,56_child,ki-ñare-ᵑgu,k i + ɲ a r e + ⁿg u,,Greenhilletal2008,"5, 53",False
1007-57_husband-1,1007,57_husband,kʷo-ᵑgu,kʷ o + ⁿg u,,Greenhilletal2008,62,False
1007-58_wife-1,1007,58_wife,kwo-ᵑgu,kʷ o + ⁿg u,,Greenhilletal2008,"1, 57",False
1007-59_mother-1,1007,59_mother,kañe-ᵑgu,k a ɲ e + ⁿg u,,Greenhilletal2008,64,False
1007-5_towalk-1,1007,5_towalk,-yeli,+ j e l i,,Greenhilletal2008,"10, 63",False
1007-60_father-1,1007,60_father,ka-rme-ᵑgu,k a + r m e + ⁿg u,,Greenhilletal2008,"1, 30",False
1007-61_house-1,1007,61_house,iuma,i u m a,,Greenhilletal2008,1,False
1007-63_name-1,1007,63_name,kiaᵑgu,k i a ⁿg u,,Greenhilletal2008,66,False
1007-64_tosay-1,1007,64_tosay,-βisi,+ β i s i,,Greenhilletal2008,47,False
1007-65_rope-1,1007,65_rope,kilika,k i l i k a,,Greenhilletal2008,5,False
1007-66_totieupfasten-1,1007,66_totieupfasten,-βisiraᵑgaria,+ β i s i r a ⁿg a r i a,,Greenhilletal2008,85,False
1007-67_tosew-1,1007,67_tosew,-suluia,+ s u l u i a,,Greenhilletal2008,60,False
1007-69_tohunt-1,1007,69_tohunt,-miyiliβi,+ m i j i l i β i,,Greenhilletal2008,,False
1007-6_roadpath-1,1007,6_roadpath,moroᵑge,m o r o ⁿg e,,Greenhilletal2008,64,False
1007-71_tostabpierce-1,1007,71_tostabpierce,-yelia,+ j e l i a,,Greenhilletal2008,14,False
1007-72_tohit-1,1007,72_tohit,-wea,+ w e a,,Greenhilletal2008,93,False
1007-74_tokill-1,1007,74_tokill,-we βinuia,+ w e # β i n u i a,,Greenhilletal2008,"66, 1",False
1007-75_todiebedead-1,1007,75_todiebedead,-mere,+ m e r e,,Greenhilletal2008,1,False
1007-76_tolivebealive-1,1007,76_tolivebealive,-mali,+ m a l i,,Greenhilletal2008,"1, 76",False
1007-77_toscratch-1,1007,77_toscratch,-kuβaria,+ k u β a r i a,,Greenhilletal2008,73,False
1007-78_tocuthack-1,1007,78_tocuthack,-teia,+ t e i a,,Greenhilletal2008,1,False
1007-79_stickwood-1,1007,79_stickwood,čeki,tʃ e k i,,Greenhilletal2008,27?,False
1007-7_tocome-1,1007,7_tocome,-βirimi,+ β i r i m i,,Greenhilletal2008,"1, 23",False
1007-80_tosplit-1,1007,80_tosplit,-tepʷaia,+ t e pʷ a i a,,Greenhilletal2008,"4, 6",False
1007-81_sharp-1,1007,81_sharp,ma·li,m a· l i,,Greenhilletal2008,"14, 79, 81",False
1007-83_towork-1,1007,83_towork,yumʷaiena,j u mʷ a i e n a,,Greenhilletal2008,"1, 89",False
1007-88_tosqueeze-1,1007,88_tosqueeze,-winia,+ w i n i a,,Greenhilletal2008,87,False
1007-88_tosqueeze-2,1007,88_tosqueeze,wuia,w u i a,,Greenhilletal2008,87,False
1007-89_tohold-1,1007,89_tohold,-wuᵑgaria,+ w u ⁿg a r i a,,Greenhilletal2008,3,False
1007-8_toturn-1,1007,8_toturn,-βiliŋi-ko,+ β i l i ŋ i + k o,,Greenhilletal2008,4,False
1007-90_todig-1,1007,90_todig,-kilia,+ k i l i a,,Greenhilletal2008,1,False
1007-94_tothrow-1,1007,94_tothrow,-kuania,+ k u a n i a,,Greenhilletal2008,85,False
1007-95_tofall-1,1007,95_tofall,-čoru,+ tʃ o r u,,Greenhilletal2008,7,False
1007-96_dog-1,1007,96_dog,kuli,k u l i,,Greenhilletal2008,7,True
1007-97_bird-1,1007,97_bird,menu,m e n u,,Greenhilletal2008,1,False
1007-98_egg-1,1007,98_egg,maᵐbuluto,m a ⁿb u l u t o,,Greenhilletal2008,"1,70",False
1007-99_feather-1,1007,99_feather,βiču-namenu,β i tʃ u + n a m e n u,,Greenhilletal2008,1,False
1007-9_toswim-1,1007,9_toswim,-čele,+ tʃ e l e,,Greenhilletal2008,49,False
1010-100_wing-1,1010,100_wing,papau-na,p a p a u + n a,,Greenhilletal2008,7,False
1010-101_tofly-1,1010,101_tofly,sale,s a l e,,Greenhilletal2008,31,False
1010-102_rat-1,1010,102_rat,ariβi,a r i β i,,Greenhilletal2008,18,False
1010-103_meatflesh-1,1010,103_meatflesh,api,a p i,,Greenhilletal2008,,False
1010-104_fatgrease-1,1010,104_fatgrease,rui-,r u i +,,Greenhilletal2008,104,False
1010-105_tail-1,1010,105_tail,βiki-,β i k i +,,Greenhilletal2008,76,False
1010-106_snake-1,1010,106_snake,asi pəraβu,a s i # p ə r a β u,,Greenhilletal2008,,False
1010-108_louse-1,1010,108_louse,ˀutu,ʔ u t u,,Greenhilletal2008,1,False
1010-109_mosquito-1,1010,109_mosquito,muˀi,m u ʔ i,,Greenhilletal2008,"1,80",False
1010-111_fish-1,1010,111_fish,matˢi,m a ts i,,Greenhilletal2008,53,False
1010-112_rotten-1,1010,112_rotten,mapu,m a p u,,Greenhilletal2008,"52,107",False
1010-114_leaf-1,1010,114_leaf,rau-na,r a u + n a,,Greenhilletal2008,1,False
1010-115_root-1,1010,115_root,oroi ˀau,o r o i # ʔ a u,,Greenhilletal2008,"2, 41",False
1010-116_flower-1,1010,116_flower,βusoi ˀau,β u s o i # ʔ a u,,Greenhilletal2008,53,False
